"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Qatar","QAT","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","-19999.9995529652","","","9999.99977648258","9999.99977648258","","39999.9991059303","59999.9986588955","100000.001490116","200000.002980232","300000.011920929","509999.990463257","769999.980926514","1259999.99046326","839999.973773956","140000.000596046","170000.001788139","540000.021457672","850000.023841858","860000.014305115","1049999.95231628","1330000.04291534","1860000.01430511","2349999.90463257","2829999.92370605","1830000.04291534","4989999.77111816","2970000.02861023","2880000.11444092","2920000.07629395","3769999.98092651","3220000.02861023","3740000.00953674","","","","","","","","","","","","","","","","","","","","","","","","","",
"Roumanie","ROU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fédération de Russie","RUS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","7530000.20980835","7179999.82833862","11060000.4196167","6719999.79019165","7239999.77111816","8170000.07629395","11909999.8474121","13430000.3051758","16079999.9237061","17649999.6185303","21739999.7711182","25129999.1607666","30090000.1525879","38819999.6948242","46500000","90370002.746582","78760002.1362305","94959999.0844727","124239997.86377","147210006.713867","154110000.610352","153300003.051758","150250000","148720001.220703","162779998.779297","176630004.882813","205029998.779297","238970001.220703","244910003.662109","225630004.882813","287920013.427734","359160003.662109","348929992.675781","353910003.662109","711750000","694700012.207031","465309997.558594","229729995.727539","350130004.882813","373140014.648438","321459991.455078","304660003.662109","359589996.337891","335959991.455078","491140014.648438","572710021.972656","605390014.648438","780039978.027344","935500000","934250000","1033089965.82031","1263209960.9375","878640014.648438","1086290039.0625","1035030029.29688","1088439941.40625","1150469970.70313","1231329956.05469","1119660034.17969","1191099975.58594","",
"Asie du Sud","SAS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1020110002.78406","926220029.592514","1096590028.25618","1527209998.67655","1801160015.14532","1870099935.79239","1723719935.4656","1969449985.39425","1407659976.6463","1321390014.19395","1346009959.3997","1567140033.02157","1282900030.19571","1627030030.78699","2386080029.24919","3645119996.5477","3524409965.99197","2689980008.12531","3175459967.61322","3734830011.84464","5165000008.58307","4403800014.49585","4410139938.35449","4137610047.34039","4014049960.13641","3910670017.24243","4908209950.92392","4831699957.8476","5577089937.21008","5612420061.11145","5245440057.75452","7191970027.92358","5958269886.01685","4613720020.29419","6117210092.54456","4453159961.70044","4488510042.19055","4074329994.20166","4284769922.25647","3822920022.96448","3644300041.19873","5534260005.95093","6386380079.26941","5672769973.75488","6732410093.3075","9018010021.65675","8716180011.74927","10921769828.7964","11186779800.415","13776020320.8923","14937079826.355","16802860359.1919","14128850086.2122","13939530216.217","15584860260.0098","15700559961.319","13996790145.874","14985200000.7629","12219479949.9512","15465510086.0596","",
"Arabie saoudite","SAU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","8010000.22888184","-189999.997615814","-10250000","-2529999.97138977","-430000.007152557","349999.994039536","319999.992847443","430000.007152557","500000","1360000.01430511","1460000.03814697","1909999.9666214","2230000.01907349","2730000.01907349","3609999.89509583","2990000.00953674","1779999.97138977","6690000.05722046","6150000.09536743","10729999.5422363","12829999.9237061","25440000.5340576","46340000.1525879","42369998.9318848","35099998.4741211","27479999.5422363","30180000.3051758","21319999.6948242","18709999.0844727","13609999.6566772","14659999.8474121","13789999.961853","49810001.373291","29069999.6948242","16719999.3133545","16989999.7711182","14079999.9237061","1379999.99523163","16590000.1525879","22149999.6185303","21959999.0844727","13109999.6566772","16780000.6866455","13789999.961853","20239999.7711182","25110000.6103516","24299999.2370605","-131070007.324219","","","","","","","","","","","","","",
"Soudan","SDN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","27590000.1525879","14380000.1144409","9789999.96185303","15220000.2670288","20069999.6948242","29450000.7629395","37709999.0844727","14789999.961853","32200000.7629395","8890000.34332275","7789999.96185303","8899999.61853027","63639999.3896484","37159999.8474121","209160003.662109","293829986.572266","262390014.648438","305410003.662109","377929992.675781","694179992.675781","672140014.648438","631469970.703125","749869995.117188","957539978.027344","614760009.765625","1124709960.9375","934739990.234375","890489990.234375","930469970.703125","741919982.910156","848239990.234375","867109985.351563","536309997.558594","447899993.896484","408290008.544922","237429992.675781","218100006.103516","138940002.441406","211210006.713867","246339996.337891","225289993.286133","192259994.506836","304929992.675781","620229980.46875","994580017.089844","1826109985.35156","2048439941.40625","2120590087.89063","2566429931.64063","2352469970.70313","2025849975.58594","1742400024.41406","1369130004.88281","1507329956.05469","874679992.675781","969700012.207031","809090026.855469","862409973.144531","967489990.234375","1624670043.94531","",
"Sénégal","SEN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","129999.995231628","239999.994635582","12840000.1525879","11180000.3051758","57459999.0844727","47520000.4577637","43840000.1525879","48069999.6948242","49229999.5422363","55240001.6784668","42509998.3215332","53240001.6784668","48200000.7629395","78440002.4414063","138160003.662109","139389999.389648","118050003.051758","119690002.441406","212500000","303839996.337891","261109985.351563","394859985.351563","284619995.117188","326429992.675781","361890014.648438","290480010.986328","580229980.46875","664229980.46875","599750000","710789978.027344","811729980.46875","627520019.53125","662380004.882813","493119995.117188","635489990.234375","652340026.855469","573880004.882813","424529998.779297","502079986.572266","535979980.46875","432149993.896484","423579986.572266","445279998.779297","458279998.779297","1066339965.82031","701349975.585938","869359985.351563","865330017.089844","1065829956.05469","1017989990.23438","936400024.414063","1054599975.58594","1075780029.29688","994479980.46875","1108680053.71094","869400024.414063","731219970.703125","908179992.675781","998940002.441406","1443880004.88281","",
"Singapour","SGP","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","-230000.004172325","9999.99977648258","1019999.98092651","620000.004768372","449999.988079071","2279999.97138977","2359999.89509583","7389999.8664856","4610000.1335144","15300000.1907349","28649999.6185303","30920000.0762939","29799999.2370605","25229999.5422363","20829999.9237061","11710000.038147","11010000.2288818","12310000.4196167","6630000.11444092","5519999.98092651","13890000.3433228","21879999.1607666","20579999.9237061","14520000.4577637","40340000.1525879","23430000.3051758","29489999.7711182","23459999.0844727","22090000.1525879","95029998.7792969","-1740000.00953674","7769999.98092651","19940000.5340576","23639999.3896484","16860000.6103516","16659999.8474121","","","","","","","","","","","","","","","","","","","","","","","","","",
"Îles Salomon","SLB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1840000.0333786","2009999.99046326","2309999.94277954","2950000.04768372","2910000.08583069","4230000.01907349","5309999.94277954","6000000","6690000.05722046","7449999.80926514","8220000.26702881","7070000.17166138","12560000.4196167","11630000.1144409","12020000.4577637","22299999.2370605","19329999.9237061","16450000.7629395","26100000.3814697","24329999.9237061","41060001.373291","27780000.6866455","26239999.7711182","25590000.1525879","18389999.3896484","19059999.4659424","27649999.6185303","52549999.2370605","52150001.5258789","45639999.3896484","41610000.6103516","36840000.1525879","44340000.1525879","53430000.3051758","46889999.3896484","47830001.8310547","42750000","41790000.9155273","28629999.1607666","40069999.6948242","68379997.253418","59180000.3051758","26180000.3051758","61939998.626709","121559997.558594","196789993.286133","199699996.948242","237169998.168945","224160003.662109","205779998.779297","332850006.103516","327880004.882813","305100006.103516","289829986.572266","200520004.272461","190029998.779297","175500000","186809997.558594","195559997.558594","223889999.389648","",
"Sierra Leone","SLE","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","6719999.79019165","14970000.2670288","7599999.90463257","9789999.96185303","10060000.4196167","17520000.4577637","10220000.2670288","7489999.77111816","10729999.5422363","8810000.4196167","6630000.11444092","10409999.8474121","10199999.8092651","14079999.9237061","10319999.6948242","16629999.1607666","13000000","25280000.6866455","39310001.373291","52919998.1689453","90559997.5585938","59599998.4741211","81750000","64800003.0517578","57909999.8474121","63799999.2370605","90489997.8637695","66010002.1362305","101519996.643066","98660003.6621094","59319999.6948242","103269996.643066","133059997.558594","206470001.220703","273730010.986328","212270004.272461","182520004.272461","118010002.13623","106529998.779297","73730003.3569336","180639999.389648","334630004.882813","383209991.455078","337170013.427734","376230010.986328","339980010.986328","380339996.337891","550530029.296875","379339996.337891","447290008.544922","458299987.792969","423890014.648438","439750000","449070007.324219","914030029.296875","946820007.324219","693260009.765625","541169982.910156","507980010.986328","594640014.648438","",
"El Salvador","SLV","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1340000.0333786","8420000.07629395","6530000.20980835","11770000.4577637","12729999.5422363","14510000.2288818","20959999.0844727","14539999.961853","10810000.4196167","12699999.8092651","14090000.1525879","10439999.5803833","15890000.3433228","12319999.6948242","9590000.15258789","16879999.1607666","17170000.0762939","25879999.1607666","33669998.1689453","37169998.1689453","84160003.6621094","118260002.13623","186860000.610352","250110000.610352","237850006.103516","325480010.986328","328880004.882813","421459991.455078","397200012.207031","380959991.455078","328480010.986328","272220001.220703","362750000","341100006.103516","273380004.882813","279190002.441406","274070007.324219","265940002.441406","187470001.220703","197940002.441406","192440002.441406","252949996.948242","249460006.713867","211419998.168945","237339996.337891","218490005.493164","178240005.493164","107529998.779297","243309997.558594","292420013.427734","302420013.427734","297390014.648438","219910003.662109","169139999.389648","98069999.6948242","89699996.9482422","128970001.220703","151619995.117188","253440002.441406","305640014.648438","",
"Saint-Marin","SMR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalie","SOM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","21469999.3133545","23209999.0844727","23770000.4577637","30450000.7629395","21750000","28670000.0762939","50229999.5422363","14409999.8474121","31899999.6185303","32959999.0844727","27620000.8392334","30569999.6948242","29729999.5422363","50959999.0844727","80949996.9482422","165399993.896484","101150001.525879","234949996.948242","263040008.544922","274089996.337891","479959991.455078","382380004.882813","473880004.882813","341029998.779297","347589996.337891","350709991.455078","506500000","587070007.324219","431720001.220703","419149993.896484","514809997.558594","186419998.168945","653659973.144531","892119995.117188","535119995.117188","187929992.675781","88180000.3051758","81180000.3051758","81319999.6948242","115699996.948242","102230003.356934","149300003.051758","152720001.220703","176179992.675781","201279998.779297","240220001.220703","396170013.427734","393739990.234375","765869995.117188","661640014.648438","505679992.675781","1098979980.46875","990460021.972656","1054579956.05469","1109199951.17188","1260560058.59375","1183640014.64844","1760369995.11719","1575180053.71094","1865579956.05469","",
"Serbie","SRB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49220001.2207031","95059997.5585938","69510002.1362305","97360000.6103516","108230003.356934","707400024.414063","1134270019.53125","1304180053.71094","2084639892.57813","1310479980.46875","1159699951.17188","1068489990.23438","1579589965.82031","842460021.972656","975890014.648438","623140014.648438","661469970.703125","1379170043.94531","1087780029.29688","780270019.53125","367049987.792969","312480010.986328","633469970.703125","1688420043.94531","1070020019.53125","570700012.207031","",
"Afrique subsaharienne (hors revenu élevé)","SSA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","596250008.530915","797079993.152991","911209987.133741","904349991.155788","1009920000.7543","1086740009.42707","1164369995.74304","1282190018.35585","1150010006.82078","1125189997.79224","1168650008.30777","1348649994.73654","1445550010.968","1795889999.8907","2576280019.93895","3487899963.79614","3219110023.0217","3835759994.98367","5195240028.38135","6636729982.3761","7690850016.35551","7461699984.07364","7828009984.97009","7558419929.75213","8346560043.09654","9178439918.9949","10967649967.0744","12735709895.3724","14427490047.2164","15425189891.8152","17746099971.7712","17737910018.9209","19159499944.9253","17277129899.9786","19151559783.9355","18589920097.3511","16300660058.9752","14854800031.662","14430289968.4906","13192960071.5637","13012830086.7081","14261540022.85","18970730117.7979","24849029912.9486","26448710002.8992","32783320144.6533","41157109867.0959","36135010303.4973","40215629882.8125","44254090175.6287","44223909770.9656","47284939727.7832","46714430057.5256","47671100196.8384","46447200042.7246","44754540088.6536","44302510124.2065","49551899611.4731","50470799861.908","55181060062.4084","",
"Soudan du Sud","SSD","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435829986.572266","1186260009.76563","1399300048.82813","1964119995.11719","1674829956.05469","1587030029.29688","2183239990.23438","1577500000","1885270019.53125","",
"Afrique subsaharienne","SSF","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","597350008.554757","798079993.152991","911699987.143278","904989991.141483","1010860000.75191","1088290009.37939","1165299995.75019","1284430018.36538","1152470006.85893","1126479997.7541","1172670008.2887","1356389994.50766","1454270011.23503","1804889999.65228","2600700020.01524","3497559963.88197","3226930023.10395","3847489995.30077","5212200029.19436","6664489981.65131","7721580015.89775","7488759983.53958","7860069985.38971","7584869929.56139","8376560043.09654","9217589920.52078","11016589967.6085","12813089894.5332","14496010047.6742","15500969892.5018","17841889972.6868","17822830018.9972","19240769945.3831","17349529899.5972","19194359783.1726","18636510098.4573","16350740058.8989","14895890031.8146","14476799968.7195","13226520071.0297","13057700087.5473","14288190022.4686","19048810117.7216","24879349913.5971","26488490002.6321","32838650146.4844","41197029866.2186","36172450304.0314","40255199884.4147","44309030176.1627","44362909770.9656","47332209726.3336","46763630057.3349","47703150197.0291","46459720042.7055","44768810088.6345","44315230124.4736","49575029612.0644","50477519861.6982","55245130062.1033","",
"Petits états","SST","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tomé-et-Principe","STP","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","109999.999403954","1009999.99046326","","","","","1059999.94277954","379999.995231628","209999.993443489","","","","","","","839999.973773956","11649999.6185303","3039999.96185303","3980000.01907349","2950000.04768372","3819999.9332428","6000000","9840000.15258789","11579999.9237061","11170000.0762939","12210000.038147","12350000.3814697","17219999.3133545","24430000.3051758","44500000","54119998.9318848","51009998.3215332","56430000.3051758","46490001.6784668","49930000.3051758","84089996.3378906","47400001.5258789","33419998.1689453","28059999.4659424","27520000.4577637","34939998.626709","38180000.3051758","26090000.1525879","37849998.4741211","33680000.3051758","32700000.7629395","23059999.4659424","51069999.6948242","47290000.9155273","30459999.0844727","50189998.626709","73480003.3569336","50700000.7629395","53750000","41380001.0681152","48950000.7629395","47040000.9155273","40240001.6784668","46259998.3215332","51369998.9318848","",
"Suriname","SUR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","8819999.69482422","10340000.1525879","8960000.03814697","13789999.961853","11649999.6185303","16469999.3133545","3630000.11444092","3910000.08583069","17860000.6103516","17579999.9237061","25239999.7711182","27110000.6103516","35209999.0844727","29620000.8392334","47939998.626709","52569999.6948242","103389999.389648","89900001.5258789","65290000.9155273","94370002.746582","82010002.1362305","96559997.5585938","101260002.13623","3819999.9332428","5059999.94277954","9500000","13359999.6566772","18639999.3896484","21120000.8392334","50689998.626709","61029998.7792969","43259998.3215332","79830001.8310547","78029998.7792969","60020000.4577637","76730003.3569336","108470001.220703","75379997.253418","57950000.7629395","33819999.6948242","34830001.8310547","23750000","12329999.9237061","11140000.3433228","24799999.2370605","42880001.0681152","63029998.7792969","150309997.558594","100019996.643066","154520004.272461","100809997.558594","76330001.8310547","40349998.4741211","30819999.6948242","13390000.3433228","15979999.5422363","16530000.6866455","20129999.1607666","14180000.3051758","23379999.1607666","",
"République slovaque","SVK","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovénie","SVN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7139999.8664856","31870000.8392334","52540000.9155273","82199996.9482422","96620002.746582","39759998.3215332","31049999.2370605","60810001.373291","125559997.558594","52759998.3215332","","","","","","","","","","","","","","","","","","",
"Suède","SWE","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","8489999.77111816","11439999.5803833","6789999.96185303","6489999.77111816","12750000","15220000.2670288","10590000.1525879","9560000.4196167","7889999.8664856","9789999.96185303","6000000","2059999.94277954","8710000.03814697","10449999.8092651","14319999.6948242","14460000.038147","13270000.4577637","27469999.3133545","43450000.7629395","48470001.2207031","48139999.3896484","35209999.0844727","26360000.6103516","32380001.0681152","28930000.3051758","23969999.3133545","32930000.3051758","43540000.9155273","38270000.4577637","29659999.8474121","53630001.0681152","52919998.1689453","56009998.3215332","54209999.0844727","57779998.7792969","57750000","33049999.2370605","28440000.5340576","34959999.0844727","29149999.6185303","13130000.1144409","29149999.6185303","22159999.8474121","34189998.626709","21920000.0762939","46709999.0844727","34779998.7792969","50669998.1689453","70010002.1362305","55770000.4577637","91139999.3896484","124089996.337891","89620002.746582","117790000.915527","86370002.746582","92629997.253418","147639999.389648","147610000.610352","121300003.051758","73400001.5258789","",
"Sint Maarten (Dutch part)","SXM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","1100000.02384186","1000000","490000.009536743","639999.985694885","939999.997615814","1549999.95231628","930000.007152557","2240000.00953674","2460000.03814697","1289999.96185303","4019999.98092651","7739999.77111816","8720000.26702881","7989999.77111816","8529999.73297119","7480000.01907349","7400000.09536743","10890000.3433228","16370000.8392334","25129999.1607666","21500000","16829999.9237061","18100000.3814697","15329999.9237061","15029999.7329712","22040000.9155273","28540000.9155273","24149999.6185303","20610000.6103516","19559999.4659424","35560001.373291","22739999.7711182","19450000.7629395","19739999.7711182","13069999.6948242","13189999.5803833","19260000.2288818","17200000.7629395","24350000.3814697","13319999.6948242","23600000.3814697","13409999.8474121","57930000.3051758","9390000.34332275","10630000.1144409","17200000.7629395","13710000.038147","6079999.92370605","7489999.77111816","23159999.8474121","53930000.3051758","22719999.3133545","34750000","27420000.0762939","12000000","6780000.20980835","5800000.19073486","16200000.7629395","","","",
"République arabe syrienne","SYR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","18389999.3896484","16200000.7629395","24979999.5422363","2710000.03814697","4699999.80926514","3269999.98092651","20290000.9155273","5809999.94277954","5219999.79019165","10989999.7711182","21840000.1525879","21680000.3051758","54549999.2370605","425779998.779297","771500000","827479980.46875","795520019.53125","1033319946.28906","919900024.414063","2054879882.8125","1912839965.82031","1810650024.41406","1155910034.17969","890969970.703125","643979980.46875","609979980.46875","727090026.855469","792140014.648438","190029998.779297","124620002.746582","882820007.324219","535489990.234375","196740005.493164","258579986.572266","744020019.53125","355970001.220703","215990005.493164","198110000.610352","156020004.272461","229369995.117188","159759994.506836","153679992.675781","62819999.6948242","118389999.389648","106510002.13623","71099998.4741211","19920000.0762939","84199996.9482422","157740005.493164","203619995.117188","131059997.558594","335519989.013672","1671599975.58594","3637929931.64063","4174310058.59375","4920470214.84375","8899750000","10427849609.375","9997000000","10249809570.3125","",
"Îles Turques-et-Caïques","TCA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","2410000.08583069","3250000","3759999.99046326","3450000.04768372","2779999.97138977","2319999.9332428","3390000.10490417","7070000.17166138","10319999.6948242","6739999.77111816","6869999.88555908","5550000.19073486","8890000.34332275","9550000.19073486","7889999.8664856","8779999.73297119","11600000.3814697","17500000","14800000.1907349","10899999.6185303","15789999.961853","5550000.19073486","4179999.82833862","4199999.80926514","6019999.98092651","7380000.11444092","6650000.09536743","6670000.07629395","4099999.90463257","2200000.04768372","3150000.09536743","5199999.80926514","-419999.986886978","15390000.3433228","","","","","","","","","","","","","",
"Tchad","TCD","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","29999.9993294477","3259999.99046326","5519999.98092651","5559999.94277954","16549999.2370605","18270000.4577637","19010000.2288818","19829999.9237061","21719999.3133545","23750000","22350000.3814697","30409999.8474121","30790000.9155273","45279998.7792969","78480003.3569336","66730003.3569336","60880001.0681152","81599998.4741211","123150001.525879","84739997.8637695","34990001.6784668","59560001.373291","64150001.5258789","87430000.3051758","111410003.662109","179050003.051758","160309997.558594","201789993.286133","260690002.441406","250570007.324219","310579986.572266","262309997.558594","236699996.948242","223470001.220703","212289993.286133","235020004.272461","295779998.779297","227960006.713867","174440002.441406","187929992.675781","131330001.831055","188600006.103516","229250000","251990005.493164","332079986.572266","386440002.441406","290730010.986328","367980010.986328","441809997.558594","558330017.089844","490160003.662109","457660003.662109","475130004.882813","459339996.337891","391929992.675781","606409973.144531","624460021.972656","648979980.46875","875159973.144531","707049987.792969","",
"Asie de l’Est et Pacifique (BIRD et IDA)","TEA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe et Asie centrale (BIRD et IDA)","TEC","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","109999.999403954","2930000.0667572","4530000.20980835","6650000.09536743","14939999.5803833","13359999.6566772","12130000.1144409","14119999.8855591","18920000.0762939","17469999.3133545","16950000.7629395","19260000.2288818","21600000.3814697","25819999.6948242","38619998.9318848","41700000.7629395","42799999.2370605","63909999.8474121","101889999.389648","109470001.220703","90449996.9482422","62520000.4577637","76400001.5258789","111019996.643066","108260002.13623","110879997.253418","170339996.337891","121279998.779297","205410003.662109","199100006.103516","258239990.234375","199270004.272461","222429992.675781","95819999.6948242","124650001.525879","191339996.337891","155399993.896484","125129997.253418","128460006.713867","71529998.7792969","69629997.253418","46090000.1525879","51130001.0681152","50090000.1525879","65129997.253418","82610000.6103516","79830001.8310547","122489997.86377","330140014.648438","494510009.765625","403380004.882813","542380004.882813","245080001.831055","226320007.324219","210940002.441406","199470001.220703","168250000","344950012.207031","296959991.455078","411619995.117188","",
"Thaïlande","THA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","43779998.7792969","29340000.1525879","37889999.3896484","36330001.8310547","31850000.3814697","49090000.1525879","44299999.2370605","60209999.0844727","65069999.6948242","68250000","73989997.8637695","62700000.7629395","53650001.5258789","60790000.9155273","70860000.6103516","84510002.1362305","167789993.286133","131029998.779297","255779998.779297","388380004.882813","415980010.986328","404609985.351563","383570007.324219","418440002.441406","451209991.455078","446929992.675781","451880004.882813","459200012.207031","528229980.46875","683640014.648438","793989990.234375","713770019.53125","738650024.414063","581900024.414063","577780029.296875","836380004.882813","831440002.441406","624869995.117188","699840026.855469","1015940002.44141","700669982.910156","284350006.103516","297799987.792969","-938590026.855469","51860000.6103516","-164580001.831055","-214169998.168945","-307230010.986328","-615510009.765625","-31030000.6866455","-20360000.6103516","-134119995.117188","-131369995.117188","28790000.9155273","354510009.765625","58669998.1689453","227779998.779297","250220001.220703","-419350006.103516","-338200012.207031","",
"Tadjikistan","TJK","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11840000.1525879","25959999.0844727","66500000","65080001.8310547","103139999.389648","85940002.4414063","160589996.337891","112629997.253418","111769996.643066","162639999.389648","154699996.948242","133300003.051758","228919998.168945","226369995.117188","206809997.558594","196429992.675781","234160003.662109","298250000","387950012.207031","282130004.882813","394230010.986328","390549987.792969","356459991.455078","432250000","359730010.986328","328190002.441406","403570007.324219","366559997.558594","",
"Turkménistan","TKM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6590000.15258789","31090000.1525879","26579999.9237061","30700000.7629395","23639999.3896484","20819999.6948242","27530000.6866455","25350000.3814697","35529998.7792969","74930000.3051758","44110000.6103516","28840000.1525879","54040000.9155273","29049999.2370605","41110000.6103516","28770000.4577637","18120000.8392334","40639999.3896484","43799999.2370605","40819999.6948242","37659999.8474121","35909999.8474121","34479999.5422363","22950000.7629395","32229999.5422363","28139999.3896484","20459999.0844727","25360000.6103516","",
"Amérique latine et Caraïbes (BIRD et IDA)","TLA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","1639999.98569489","","","","","","319999.992847443","","","","","","","9999.99977648258","250000","449999.988079071","","9999.99977648258","460000.00834465","500000","250000","230000.004172325","449999.988079071","","","300000.011920929","","19999.9995529652","","100000.001490116","939999.997615814","129999.995231628","419999.986886978","230000.004172325","19999.9995529652","79999.9982118607","430000.007152557","1669999.95708466","152820007.324219","231270004.272461","194169998.168945","219050003.051758","175029998.779297","161240005.493164","184619995.117188","209139999.389648","279959991.455078","271350006.103516","212399993.896484","289950012.207031","275720001.220703","283640014.648438","258570007.324219","249539993.286133","212289993.286133","223699996.948242","231960006.713867","207649993.896484","235929992.675781","",
"Afrique du Nord et Moyen-Orient (BIRD et IDA)","TMN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","9999.99977648258","19999.9995529652","70000.0002980232","50000.0007450581","59999.9986588955","500000","610000.014305115","1320000.05245209","1580000.04291534","589999.973773956","1350000.02384186","709999.978542328","1169999.95708466","1340000.0333786","3000000","3240000.00953674","4119999.88555908","6480000.01907349","8689999.5803833","22680000.3051758","15069999.6948242","17260000.2288818","17200000.7629395","17159999.8474121","14609999.6566772","12729999.5422363","14000000","20559999.4659424","17260000.2288818","22809999.4659424","27149999.6185303","17079999.9237061","22059999.4659424","28420000.0762939","29329999.9237061","32040000.9155273","29319999.6948242","25670000.0762939","20090000.1525879","19319999.6948242","16420000.0762939","20639999.3896484","18010000.2288818","22260000.2288818","20309999.4659424","32889999.3896484","22559999.4659424","32020000.4577637","25639999.3896484","36849998.4741211","66319999.6948242","88559997.5585938","78180000.3051758","81089996.3378906","80330001.8310547","68400001.5258789","82610000.6103516","87230003.3569336","87769996.6430664","107949996.948242","",
